order_id,product_id,quantity,order_date,region
146,P12,4,12-05-2023,South
147,P4,1,04-12-2023,West
147,P4,2,27-11-2023,East
148,P9,1,13-12-2023,Central
148,P14,3,03-07-2023,South
149,P7,4,02-01-2023,South
149,P1,4,15-08-2023,East
150,P9,2,17-09-2023,West
150,P7,1,10-04-2023,North
151,P10,5,17-04-2023,West
152,P1,4,16-05-2023,East
153,P2,4,25-02-2023,Central
154,P15,1,20-04-2023,North
154,P3,1,14-02-2023,Central
155,P3,4,03-05-2023,West
156,P8,1,10-03-2023,South
156,P8,1,03-11-2023,South
157,P14,,13-06-2023,East
157,P3,2,16-12-2023,Central
158,P7,1,31-12-2023,East
158,P11,1,08-04-2023,Central
159,P8,1,25-08-2023,North
160,P9,2,08-10-2023,East
161,P8,4,27-03-2023,West
162,P11,,06-07-2023,East
163,P6,1,24-11-2023,South
164,P6,3,06-10-2023,West
165,P8,1,27-08-2023,Central
165,P2,2,27-05-2023,South
166,P1,4,31-07-2023,North
167,P7,5,23-10-2023,Central
168,P2,2,03-06-2023,North
169,P10,5,28-04-2023,South
169,P8,4,18-06-2023,East
170,P6,2,29-08-2023,West
170,P4,4,26-10-2023,South
171,P12,1,29-06-2023,West
172,P5,4,15-10-2023,East
172,P8,3,05-01-2023,Central
173,P12,1,14-02-2023,Central
174,P4,5,16-03-2023,East
175,P6,3,19-02-2023,East
176,P12,1,22-10-2023,East
177,P2,,19-04-2023,East
177,P4,2,28-09-2023,Central
178,P14,5,03-06-2023,West
178,P2,4,04-01-2023,South
179,P4,2,16-05-2023,West
180,P6,3,02-03-2023,Central
181,P2,4,31-01-2023,South
182,P9,3,02-03-2023,Central
182,P4,4,06-04-2023,South
183,P12,5,27-05-2023,East
183,P2,5,09-06-2023,East
184,P4,5,12-05-2023,West
185,P14,4,09-12-2023,North
186,P11,2,09-03-2023,North
186,P14,2,21-04-2023,West
187,P1,4,28-09-2023,West
188,P3,1,16-11-2023,North
188,P8,3,21-04-2023,East
189,P14,4,27-09-2023,East
189,P15,1,21-12-2023,North
190,P4,4,25-05-2023,West
190,P8,2,08-11-2023,East
191,P12,1,21-07-2023,South
191,P6,2,20-06-2023,Central
192,P4,,25-01-2023,South
192,P11,,10-11-2023,West
193,P8,3,03-12-2023,South
193,P7,2,13-07-2023,North
194,P2,3,06-01-2023,South
195,P8,2,17-08-2023,Central
195,P7,,12-03-2023,North
196,P4,5,10-09-2023,South
197,P5,3,21-05-2023,South
197,P11,4,04-11-2023,East
198,P1,4,09-10-2023,Central
199,P13,1,16-08-2023,South
200,P2,4,17-03-2023,East
200,P10,2,15-02-2023,Central
201,P12,5,24-10-2023,East
202,P14,5,12-12-2023,West
202,P2,5,09-04-2023,West
203,P1,,16-01-2023,North
203,P6,2,08-05-2023,Central
204,P6,4,26-07-2023,East
204,P7,3,26-10-2023,South
205,P7,5,09-02-2023,East
206,P12,1,01-03-2023,East
207,P8,1,23-12-2023,West
208,P8,5,23-04-2023,East
209,P5,2,09-07-2023,East
209,P3,4,24-08-2023,Central
210,P15,,05-10-2023,South
210,P2,5,16-03-2023,East
211,P9,,17-07-2023,Central
212,P14,5,11-01-2023,South
212,P8,4,24-06-2023,North
213,P13,2,04-04-2023,North
213,P8,1,16-05-2023,Central
214,P3,1,01-08-2023,South
215,P2,5,26-11-2023,West
215,P14,,10-03-2023,North
216,P15,2,03-01-2023,West
216,P14,3,21-02-2023,West
217,P6,2,18-01-2023,North
218,P15,4,11-08-2023,Central
219,P7,2,20-03-2023,South
219,P8,5,29-07-2023,East
220,P7,2,22-03-2023,South
220,P7,,20-06-2023,South
221,P1,1,20-03-2023,East
221,P3,4,21-06-2023,South
222,P1,,19-07-2023,West
223,P12,2,15-11-2023,East
224,P10,5,21-11-2023,East
224,P3,2,28-10-2023,North
225,P5,3,12-03-2023,Central
226,P11,3,19-07-2023,West
227,P13,1,12-06-2023,West
227,P4,5,19-08-2023,South
228,P11,3,03-03-2023,West
229,P11,1,19-04-2023,West
230,P7,2,05-11-2023,East
231,P1,3,12-07-2023,North
232,P3,3,05-04-2023,North
232,P7,3,22-03-2023,East
233,P4,5,27-05-2023,West
234,P5,2,28-07-2023,North
235,P5,4,14-02-2023,Central
235,P5,1,13-12-2023,West
236,P8,2,08-03-2023,North
237,P13,5,20-06-2023,West
238,P11,,23-10-2023,East
239,P5,5,30-08-2023,North
239,P7,1,25-02-2023,North
240,P6,4,21-11-2023,South
240,P10,1,07-09-2023,East
241,P12,4,28-02-2023,South
242,P12,1,26-08-2023,West
242,P1,4,23-03-2023,South
243,P4,4,11-06-2023,South
243,P6,3,23-01-2023,East
244,P8,,24-11-2023,South
244,P6,4,30-11-2023,Central
245,P1,5,29-08-2023,West
246,P11,5,24-07-2023,West
246,P14,3,27-02-2023,West
247,P2,5,30-03-2023,West
247,P6,4,30-05-2023,West
248,P2,3,17-12-2023,Central
249,P15,3,04-06-2023,West
250,P14,2,24-07-2023,Central
251,P13,5,05-10-2023,West
251,P12,3,03-08-2023,West
252,P10,5,04-05-2023,Central
253,P13,1,14-04-2023,Central
253,P13,2,11-10-2023,West
254,P9,3,12-12-2023,West
254,P15,5,01-05-2023,East
255,P8,1,01-04-2023,South
256,P11,2,26-11-2023,North
257,P1,2,03-07-2023,West
258,P9,1,18-01-2023,East
258,P13,,18-05-2023,East
259,P11,1,16-01-2023,West
260,P8,5,21-11-2023,North
260,P12,5,13-06-2023,Central
261,P7,,29-11-2023,South
261,P5,1,12-09-2023,East
262,P1,1,27-04-2023,North
263,P8,4,11-12-2023,South
264,P12,3,28-05-2023,West
265,P9,,17-01-2023,North
266,P2,4,16-06-2023,South
267,P6,3,22-11-2023,South
268,P15,5,16-04-2023,Central
268,P6,1,05-03-2023,Central
269,P6,,21-12-2023,West
270,P15,5,04-01-2023,South
270,P6,4,26-10-2023,North
271,P7,1,18-02-2023,Central
271,P7,1,06-09-2023,North
272,P13,1,08-12-2023,West
272,P4,5,27-05-2023,East
273,P5,,09-07-2023,South
273,P8,2,08-09-2023,West
274,P13,3,02-11-2023,West
274,P8,4,25-09-2023,West
275,P3,3,17-06-2023,East
275,P7,3,07-09-2023,North
276,P9,5,01-07-2023,West
277,P12,1,10-12-2023,South
277,P4,5,19-08-2023,North
278,P11,1,16-11-2023,West
279,P7,3,26-02-2023,East
279,P10,2,14-05-2023,North
280,P4,1,01-11-2023,South
281,P13,2,27-12-2023,West
281,P1,1,12-02-2023,North
282,P12,2,18-10-2023,East
282,P13,2,02-03-2023,South
283,P1,2,04-10-2023,North
283,P4,1,12-09-2023,South
284,P11,4,08-09-2023,North
284,P14,4,21-03-2023,South
285,P12,,10-08-2023,Central
286,P2,3,18-10-2023,West
286,P8,1,06-04-2023,West
287,P2,5,02-10-2023,West
287,P5,2,18-08-2023,West
288,P2,5,28-08-2023,East
288,P1,5,30-10-2023,South
289,P14,4,05-04-2023,West
289,P3,1,18-10-2023,Central
290,P10,1,18-08-2023,South
290,P3,2,15-10-2023,East
291,P11,4,29-10-2023,East
291,P12,,11-04-2023,North
292,P9,3,09-09-2023,South
292,P1,2,21-01-2023,South
293,P8,5,30-09-2023,West
293,P13,2,28-04-2023,West
294,P13,,24-08-2023,East
295,P8,2,30-11-2023,Central
295,P7,,24-06-2023,North
296,P3,2,01-03-2023,East
297,P13,3,24-02-2023,West
297,P3,1,05-04-2023,West
298,P4,2,24-12-2023,West
299,P1,3,22-01-2023,South
299,P6,2,14-09-2023,Central
300,P6,4,24-01-2023,East
301,P7,5,14-02-2023,South
301,P11,2,14-09-2023,East
302,P14,1,09-11-2023,East
303,P9,2,21-11-2023,North
303,P9,1,21-12-2023,West
304,P12,2,20-10-2023,South
305,P11,4,03-06-2023,Central
306,P3,2,19-01-2023,East
307,P3,2,03-04-2023,Central
307,P4,5,05-08-2023,South
308,P8,5,13-05-2023,South
308,P4,5,03-11-2023,East
309,P13,3,04-10-2023,East
310,P6,3,06-02-2023,South
310,P14,5,08-10-2023,West
311,P11,3,24-04-2023,South
311,P7,,03-12-2023,Central
312,P4,2,17-11-2023,North
312,P6,1,12-08-2023,East
313,P3,4,27-07-2023,South
313,P14,4,06-09-2023,East
314,P10,1,11-02-2023,South
315,P10,5,22-07-2023,West
316,P10,5,07-03-2023,East
316,P13,5,19-09-2023,South
317,P9,4,28-03-2023,West
318,P12,4,16-07-2023,West
318,P7,3,30-03-2023,North
319,P10,4,09-07-2023,South
320,P15,2,30-05-2023,West
320,P12,2,05-04-2023,East
321,P6,5,29-05-2023,North
322,P3,5,13-06-2023,West
323,P6,3,20-04-2023,South
324,P6,3,29-09-2023,West
325,P1,3,04-09-2023,South
326,P12,3,04-01-2023,East
327,P10,,08-06-2023,Central
327,P9,5,15-10-2023,West
328,P6,2,05-11-2023,East
328,P6,5,06-05-2023,Central
329,P14,2,16-12-2023,West
329,P5,5,13-07-2023,West
330,P11,5,20-10-2023,Central
331,P2,3,06-12-2023,East
331,P10,5,10-04-2023,West
332,P3,3,09-07-2023,South
333,P6,1,16-03-2023,East
334,P10,,30-05-2023,South
334,P8,1,21-10-2023,Central
335,P11,4,16-07-2023,South
336,P11,3,10-05-2023,South
337,P8,4,22-10-2023,Central
338,P4,1,14-12-2023,North
338,P6,1,09-09-2023,South
339,P9,2,31-07-2023,Central
340,P10,4,11-07-2023,Central
340,P4,3,29-09-2023,East
341,P6,4,18-08-2023,West
342,P4,1,19-09-2023,West
343,P5,3,01-11-2023,Central
343,P3,1,30-09-2023,Central
344,P3,5,02-08-2023,Central
344,P3,4,24-06-2023,North
345,P7,1,16-10-2023,Central
346,P7,4,08-09-2023,Central
347,P12,,12-12-2023,East
348,P6,1,06-12-2023,South
349,P6,5,08-02-2023,West
350,P11,,22-02-2023,East
351,P8,4,14-04-2023,Central
351,P2,4,31-10-2023,South
352,P14,1,31-03-2023,North
353,P10,2,03-04-2023,North
354,P7,5,20-11-2023,East
355,P11,3,12-09-2023,West
356,P14,3,03-01-2023,East
356,P14,5,06-11-2023,West
357,P6,5,24-12-2023,Central
358,P4,1,08-04-2023,Central
359,P2,4,24-05-2023,East
359,P1,5,21-03-2023,Central
360,P7,3,18-04-2023,Central
361,P10,1,21-06-2023,North
362,P6,,02-10-2023,East
363,P14,5,26-04-2023,North
363,P1,5,04-09-2023,East
364,P10,3,01-06-2023,North
364,P14,4,13-04-2023,East
365,P3,5,08-02-2023,South
366,P3,1,09-10-2023,North
366,P12,5,14-02-2023,South
367,P9,4,28-11-2023,West
368,P8,5,14-10-2023,North
369,P7,4,03-08-2023,Central
370,P6,1,22-08-2023,West
371,P4,2,26-03-2023,Central
372,P1,2,11-10-2023,South
373,P15,4,03-04-2023,North
373,P2,2,15-11-2023,South
374,P15,4,07-05-2023,South
374,P3,,11-05-2023,West
375,P14,2,04-03-2023,West
375,P1,2,10-04-2023,East
376,P15,4,16-04-2023,East
377,P2,,16-08-2023,Central
377,P6,2,17-04-2023,South
378,P14,5,08-07-2023,West
379,P12,4,05-09-2023,Central
379,P5,,15-07-2023,South
380,P14,4,01-03-2023,North
380,P2,2,16-01-2023,East
381,P10,1,07-01-2023,Central
382,P4,2,24-10-2023,East
382,P15,,19-08-2023,East
383,P9,3,01-10-2023,West
383,P1,1,29-07-2023,East
384,P14,,24-01-2023,Central
384,P15,3,23-07-2023,North
385,P2,3,18-03-2023,Central
386,P9,1,19-02-2023,North
387,P6,4,24-03-2023,North
387,P15,2,05-04-2023,Central
388,P15,1,15-05-2023,South
388,P7,5,03-05-2023,North
389,P13,3,11-01-2023,West
389,P3,5,18-03-2023,South
390,P3,2,06-01-2023,West
390,P14,5,12-09-2023,Central
391,P11,4,08-06-2023,East
392,P9,2,25-02-2023,West
392,P12,3,14-11-2023,East
393,P11,2,16-11-2023,West
393,P9,4,10-04-2023,East
394,P11,4,05-04-2023,West
394,P11,5,15-06-2023,East
395,P15,5,21-02-2023,North
396,P14,3,03-12-2023,North
396,P6,2,29-03-2023,Central
397,P4,1,09-02-2023,Central
398,P1,2,04-04-2023,Central
399,P7,4,10-07-2023,North
400,P14,4,24-01-2023,North
400,P1,3,29-05-2023,Central
401,P11,4,13-03-2023,Central
401,P2,5,01-01-2023,North
402,P15,4,28-08-2023,North
402,P14,1,28-01-2023,North
403,P1,3,15-12-2023,East
404,P11,3,22-08-2023,East
405,P15,1,22-02-2023,Central
406,P8,4,29-10-2023,North
407,P11,1,19-03-2023,East
407,P12,5,12-09-2023,West
408,P7,2,18-01-2023,East
408,P7,,29-05-2023,East
409,P12,5,19-09-2023,North
409,P9,,19-02-2023,North
410,P13,2,25-11-2023,East
411,P10,,06-05-2023,Central
412,P8,2,17-06-2023,Central
412,P5,5,17-11-2023,North
413,P5,5,26-04-2023,Central
413,P8,5,23-02-2023,North
414,P12,2,30-09-2023,South
415,P10,1,15-04-2023,East
416,P1,3,21-09-2023,Central
416,P15,2,04-09-2023,North
417,P15,2,22-02-2023,West
418,P8,4,19-03-2023,Central
419,P7,5,16-05-2023,North
420,P15,4,14-12-2023,North
421,P6,1,14-12-2023,South
422,P1,1,21-01-2023,North
423,P4,1,16-06-2023,East
424,P9,4,31-08-2023,North
425,P14,3,06-04-2023,Central
425,P11,4,12-04-2023,South
426,P1,2,18-10-2023,Central
427,P7,5,06-06-2023,South
428,P1,5,29-07-2023,Central
429,P8,5,01-04-2023,East
429,P10,3,26-08-2023,Central
430,P10,5,16-06-2023,North
430,P3,4,18-02-2023,North
431,P10,2,09-11-2023,Central
431,P14,,18-05-2023,Central
432,P7,1,19-01-2023,South
433,P11,4,28-12-2023,South
434,P13,3,20-03-2023,West
435,P8,2,23-02-2023,East
435,P12,4,09-12-2023,East
436,P9,2,06-06-2023,East
436,P5,1,27-06-2023,South
437,P2,3,06-12-2023,South
438,P2,5,23-08-2023,Central
439,P2,5,11-03-2023,North
439,P12,4,02-04-2023,Central
440,P4,,20-10-2023,North
441,P7,3,19-01-2023,South
441,P9,1,16-07-2023,Central
442,P13,5,27-09-2023,North
443,P6,4,22-05-2023,East
444,P2,3,08-01-2023,Central
445,P13,3,05-12-2023,East
446,P13,5,24-08-2023,East
447,P13,3,29-06-2023,South
448,P2,1,31-07-2023,Central
449,P14,3,27-11-2023,West
449,P12,1,21-05-2023,Central
450,P1,5,20-11-2023,East
450,P12,1,22-07-2023,Central
451,P10,3,30-07-2023,Central
452,P3,3,03-11-2023,East
453,P12,5,14-10-2023,North
453,P14,5,18-02-2023,Central
454,P8,4,27-07-2023,Central
455,P12,,11-12-2023,East
455,P11,,28-09-2023,South
456,P11,5,27-03-2023,Central
456,P7,,11-04-2023,West
457,P8,3,29-04-2023,South
458,P1,3,22-10-2023,West
458,P3,3,18-07-2023,Central
459,P8,3,10-02-2023,East
459,P1,,11-12-2023,North
460,P5,1,07-11-2023,East
461,P10,5,17-09-2023,North
462,P10,1,19-02-2023,North
463,P13,1,24-06-2023,West
463,P9,1,30-03-2023,West
464,P1,5,13-06-2023,East
464,P13,1,27-07-2023,West
465,P9,4,06-03-2023,North
466,P3,1,06-05-2023,South
466,P5,5,18-02-2023,North
467,P8,2,26-02-2023,West
468,P14,3,31-07-2023,East
469,P4,3,24-11-2023,West
469,P1,3,07-11-2023,Central
470,P10,5,13-06-2023,North
471,P8,1,15-01-2023,East
472,P15,2,11-09-2023,North
473,P8,3,27-12-2023,West
473,P3,5,09-11-2023,South
474,P3,5,12-02-2023,East
475,P5,1,23-06-2023,Central
476,P13,1,27-12-2023,West
477,P14,1,06-02-2023,East
478,P3,3,02-03-2023,North
479,P3,4,13-07-2023,North
479,P13,4,26-03-2023,South
480,P6,1,26-05-2023,South
480,P8,2,20-10-2023,South
481,P6,1,03-12-2023,South
482,P1,1,11-04-2023,East
483,P2,,23-07-2023,East
484,P12,,25-10-2023,Central
484,P9,4,03-09-2023,East
485,P7,3,27-11-2023,South
486,P1,4,30-06-2023,Central
486,P10,4,27-08-2023,South
487,P10,2,26-04-2023,North
487,P8,1,09-10-2023,North
488,P12,3,10-11-2023,North
488,P3,3,04-01-2023,East
489,P8,,09-06-2023,Central
489,P13,2,14-06-2023,Central
490,P10,3,01-09-2023,East
490,P2,4,27-11-2023,Central
491,P7,1,30-01-2023,Central
491,P4,3,16-02-2023,Central
492,P10,2,08-01-2023,South
492,P8,,03-06-2023,East
493,P1,4,30-09-2023,East
494,P15,2,27-05-2023,West
495,P8,3,06-04-2023,North
496,P7,3,17-10-2023,West
497,P12,5,04-06-2023,West
497,P4,,30-08-2023,North
498,P1,5,26-03-2023,South
498,P14,4,15-10-2023,South
499,P1,2,05-07-2023,West
499,P9,,15-01-2023,Central
500,P13,4,30-01-2023,Central
501,P5,2,13-01-2023,East
502,P6,,23-04-2023,South
502,P1,5,08-09-2023,Central
503,P12,5,29-06-2023,West
503,P4,2,28-09-2023,South
504,P12,1,02-02-2023,South
505,P5,4,09-11-2023,Central
506,P11,5,30-08-2023,East
507,P7,,03-05-2023,Central
507,P15,1,22-01-2023,South
508,P12,1,10-06-2023,Central
509,P6,3,06-08-2023,East
509,P4,1,11-11-2023,West
510,P5,2,17-04-2023,North
510,P4,3,17-07-2023,Central
511,P5,3,19-09-2023,South
512,P14,2,01-03-2023,West
512,P8,1,25-10-2023,Central
513,P1,3,12-08-2023,South
514,P3,3,16-04-2023,South
515,P14,1,09-08-2023,West
516,P1,1,20-09-2023,West
517,P7,4,18-08-2023,South
518,P5,2,25-11-2023,East
519,P3,3,11-05-2023,East
519,P2,4,11-04-2023,Central
520,P11,,24-12-2023,Central
520,P10,5,25-02-2023,South
521,P4,1,12-09-2023,North
522,P5,2,17-01-2023,North
523,P4,5,18-09-2023,South
524,P1,3,12-11-2023,North
524,P3,5,03-06-2023,West
525,P2,3,09-01-2023,West
